,station_id,variable,file_name
552,51588001,RR,SH_MRR051588001.csv
553,51590002,RR,SH_MRR151590002.csv
554,52061002,RR,SH_MRR152061002.csv
555,52114001,RR,SH_MRR152114001.csv
556,52123003,RR,SH_MRR052123003.csv
557,52145001,RR,SH_MRR052145001.csv
558,52197003,RR,SH_MRR152197003.csv
559,52269001,RR,SH_MRR152269001.csv
560,52294001,RR,SH_MRR052294001.csv
561,52443001,RR,SH_MRR152443001.csv
562,52447001,RR,SH_MRR152447001.csv
563,52448001,RR,SH_MRR152448001.csv
564,52469001,RR,SH_MRR052469001.csv
565,52529001,RR,SH_MRR152529001.csv
566,53078001,RR,SH_MRR153078001.csv
567,53096004,RR,SH_MRR153096004.csv
568,53097001,RR,SH_MRR153097001.csv
569,53130008,RR,SH_MRR153130008.csv
570,53147001,RR,SH_MRR053147001.csv
571,53185001,RR,SH_MRR153185001.csv
572,54040001,RR,SH_MRR154040001.csv
573,54182001,RR,SH_MRR154182001.csv
574,54322001,RR,SH_MRR154322001.csv
575,54405001,RR,SH_MRR154405001.csv
576,54407001,RR,SH_MRR154407001.csv
577,54415001,RR,SH_MRR154415001.csv
578,54526001,RR,SH_MRR154526001.csv
579,55014001,RR,SH_MRR055014001.csv
580,55067001,RR,SH_MRR155067001.csv
581,55073001,RR,SH_MRR155073001.csv
582,55179001,RR,SH_MRR155179001.csv
583,55248001,RR,SH_MRR055248001.csv
584,55328001,RR,SH_MRR155328001.csv
585,55443001,RR,SH_MRR055443001.csv
586,55531001,RR,SH_MRR055531001.csv
587,56009001,RR,SH_MRR156009001.csv
588,56069001,RR,SH_MRR156069001.csv
589,56185001,RR,SH_MRR156185001.csv
590,56243001,RR,SH_MRR156243001.csv
591,57019001,RR,SH_MRR157019001.csv
592,57039001,RR,SH_MRR157039001.csv
593,57168001,RR,SH_MRR257168001.csv
594,57465001,RR,SH_MRR157465001.csv
595,57469002,RR,SH_MRR157469002.csv
596,57550001,RR,SH_MRR157550001.csv
597,57557001,RR,SH_MRR157557001.csv
598,57730001,RR,SH_MRR157730001.csv
599,57732001,RR,SH_MRR057732001.csv
600,57740001,RR,SH_MRR157740001.csv
601,58062001,RR,SH_MRR158062001.csv
602,58104001,RR,SH_MRR058104001.csv
603,58148001,RR,SH_MRR158148001.csv
604,58149001,RR,SH_MRR158149001.csv
605,58160001,RR,SH_MRR158160001.csv
606,58199001,RR,SH_MRR158199001.csv
607,58264001,RR,SH_MRR058264001.csv
608,59178001,RR,SH_MRR059178001.csv
609,59183001,RR,SH_MRR259183001.csv
610,59343001,RR,SH_MRR259343001.csv
611,59604001,RR,SH_MRR159604001.csv
612,59647001,RR,SH_MRR059647001.csv
613,60107001,RR,SH_MRR160107001.csv
614,60260001,RR,SH_MRR160260001.csv
615,60276001,RR,SH_MRR160276001.csv
616,60363001,RR,SH_MRR060363001.csv
617,60518001,RR,SH_MRR060518001.csv
618,60623001,RR,SH_MRR060623001.csv
619,60639001,RR,SH_MRR260639001.csv
620,60652001,RR,SH_MRR060652001.csv
621,61001001,RR,SH_MRR261001001.csv
622,61328001,RR,SH_MRR161328001.csv
623,61345003,RR,SH_MRR061345003.csv
624,61369001,RR,SH_MRR161369001.csv
625,61377001,RR,SH_MRR161377001.csv
626,61426001,RR,SH_MRR161426001.csv
627,61464001,RR,SH_MRR061464001.csv
628,61479001,RR,SH_MRR161479001.csv
629,61483002,RR,SH_MRR161483002.csv
630,62044001,RR,SH_MRR062044001.csv
631,62160001,RR,SH_MRR262160001.csv
632,62333001,RR,SH_MRR162333001.csv
